work_year,experience_level,employment_type,job_title,employee_residence,remote_ratio,company_location,company_size,salary_range
2023,SE,FT,Data Infrastructure Engineer,US,100,US,M,17
2023,SE,FT,Data Infrastructure Engineer,US,100,US,M,13
2023,SE,FT,Data Analyst,US,0,US,M,6
2023,SE,FT,Data Analyst,US,0,US,M,5
2023,SE,FT,Analytics Engineer,US,100,US,M,25
2023,SE,FT,Analytics Engineer,US,100,US,M,17
2023,MI,FT,Data Analyst,US,100,US,M,7
2023,MI,FT,Data Analyst,US,100,US,M,6
2023,MI,FT,ML Engineer,US,0,US,M,13
2023,SE,FT,Data Architect,US,100,US,M,14
2023,SE,FT,Data Architect,US,100,US,M,10
2023,SE,FT,Data Analyst,US,0,US,M,16
2023,EN,FT,AI Programmer,IN,0,AU,L,6
2023,EN,FT,AI Developer,SE,50,SE,M,7
2023,MI,FT,Machine Learning Engineer,US,0,US,M,23
2023,MI,FT,Machine Learning Engineer,US,0,US,M,14
2023,SE,FT,Data Engineer,US,0,US,M,10
2023,SE,FT,Data Scientist,US,0,US,M,9
2023,SE,FT,Data Scientist,US,0,US,M,6
2023,EX,FT,Data Engineer,US,100,US,M,19
2023,EN,FT,Research Scientist,US,0,US,M,9
2023,SE,FT,Data Engineer,US,0,US,M,13
2023,SE,FT,Data Engineer,US,0,US,M,7
2023,EN,FT,Data Analyst,US,100,US,M,7
2023,EN,FT,Data Analyst,US,100,US,M,5
2023,MI,FT,Analytics Engineer,US,0,US,M,17
2023,MI,FT,Analytics Engineer,US,0,US,M,15
2023,SE,FT,Data Engineer,US,100,US,M,15
2023,SE,FT,Data Engineer,US,100,US,M,12
2023,SE,FT,Data Analyst,US,0,US,M,15
2023,SE,FT,Data Analyst,US,0,US,M,10
2023,SE,FT,Data Operations Engineer,US,100,US,M,18
2023,SE,FT,Data Operations Engineer,US,100,US,M,12
2023,SE,FT,Machine Learning Engineer,US,0,US,M,13
2023,SE,FT,Machine Learning Engineer,US,0,US,M,10
2023,SE,FT,Data Engineer,US,100,US,M,25
2023,SE,FT,Data Engineer,US,100,US,M,16
2023,MI,FT,Data Scientist,ES,0,ES,M,5
2023,MI,FT,Data Scientist,ES,0,ES,M,4
2023,MI,FT,Data Engineer,SI,100,SI,M,7
2023,MI,FT,Data Engineer,SI,100,SI,M,4
2023,SE,FT,Machine Learning Engineer,GB,0,GB,M,18
2023,SE,FT,Machine Learning Engineer,GB,0,GB,M,9
2023,SE,FT,Data Engineer,GB,0,GB,M,9
2023,SE,FT,Data Engineer,US,0,US,M,23
2023,SE,FT,Data Engineer,US,0,US,M,12
2021,MI,FT,Data Science Lead,US,100,US,M,14
2023,SE,FT,Data Engineer,US,0,US,M,11
2023,SE,FT,ML Engineer,CA,100,CA,M,24
2023,SE,FT,ML Engineer,CA,100,CA,M,10
2023,SE,FT,Analytics Engineer,US,100,US,M,12
2023,SE,FT,Machine Learning Engineer,US,0,US,M,16
2023,SE,FT,Data Scientist,US,0,US,M,22
2023,SE,FT,Data Scientist,US,0,US,M,15
2023,SE,FT,Machine Learning Engineer,US,0,US,M,15
2023,SE,FT,Machine Learning Engineer,US,0,US,M,11
2023,MI,FT,Data Scientist,US,0,US,M,12
2023,SE,FT,Data Engineer,US,0,US,M,23
2023,SE,FT,Data Science Manager,US,0,US,M,28
2023,SE,FT,Data Science Manager,US,0,US,M,23
2023,MI,FT,Data Analytics Manager,US,0,US,M,14
2023,MI,FT,Data Analytics Manager,US,0,US,M,13
2023,EX,FT,Data Engineer,US,0,US,M,15
2023,EX,FT,Data Engineer,US,0,US,M,10
2023,SE,FT,Data Architect,US,100,US,M,10
2023,SE,FT,Data Analyst,US,100,US,M,23
2023,SE,FT,Data Analyst,US,100,US,M,12
2023,MI,FT,Data Analyst,CA,100,CA,M,12
2023,MI,FT,Data Analyst,CA,100,CA,M,9
2023,SE,FT,Data Engineer,US,0,US,M,11
2023,SE,FT,BI Analyst,US,0,US,M,15
2023,MI,FT,Data Science Manager,US,0,US,M,9
2023,MI,FT,Data Science Manager,US,0,US,M,6
2023,MI,FT,Data Science Consultant,US,0,US,M,8
2023,MI,FT,Data Science Consultant,US,0,US,M,6
2023,SE,FT,Data Engineer,US,100,US,M,14
2023,EN,FT,Data Engineer,US,0,US,M,11
2023,EN,FT,Data Engineer,US,0,US,M,8
2023,MI,FT,Research Scientist,US,100,US,M,17
2023,SE,FT,Data Analyst,US,100,US,M,11
2023,SE,FT,Data Analyst,US,100,US,M,8
2023,MI,FT,Data Scientist,US,100,US,M,18
2023,MI,FT,Data Scientist,US,100,US,M,14
2023,SE,FT,Data Analyst,US,100,US,M,15
2023,SE,FT,Data Analyst,US,100,US,M,11
2023,SE,FT,Data Analyst,US,0,US,M,16
2023,SE,FT,Data Analyst,US,0,US,M,13
2023,SE,FT,Data Scientist,US,0,US,M,16
2023,SE,FT,Data Scientist,US,0,US,M,13
2023,SE,FT,Data Analytics Specialist,US,0,US,M,9
2023,SE,FT,Data Analytics Specialist,US,0,US,M,7
2023,SE,FT,Research Scientist,US,0,US,M,20
2023,EN,FT,AI Developer,DE,100,DE,L,20
2023,MI,FT,Data Engineer,MX,100,MX,M,6
2023,MI,FT,Data Engineer,MX,100,MX,M,5
2023,SE,FT,Machine Learning Engineer,US,0,US,M,14
2023,SE,FT,Machine Learning Engineer,US,0,US,M,11
2023,MI,FT,Data Engineer,US,0,US,M,16
2023,SE,FT,Data Scientist,US,100,US,M,11
2023,MI,FT,Research Scientist,US,100,US,M,14
2023,SE,FT,Machine Learning Engineer,US,0,US,M,14
2023,MI,FT,Data Engineer,US,0,US,M,23
2023,MI,FT,Data Scientist,FR,50,FR,M,6
2023,SE,FT,Data Analyst,US,0,US,M,17
2023,SE,FT,Data Analyst,US,0,US,M,14
2023,SE,FT,Data Analyst,US,0,US,M,10
2023,SE,FT,Machine Learning Engineer,US,0,US,M,23
2023,SE,FT,Machine Learning Engineer,US,0,US,M,16
2023,EX,FT,Data Engineer,US,100,US,M,29
2023,EX,FT,Data Engineer,US,100,US,M,22
2023,SE,FT,Data Analyst,US,0,US,M,11
2023,SE,FT,Data Analyst,US,0,US,M,10
2023,EN,FT,Data Analyst,US,0,US,M,14
2023,EN,FT,Data Analyst,US,0,US,M,9
2023,SE,FT,Data Scientist,US,0,US,M,7
2023,MI,FT,Data Engineer,US,0,US,M,13
2023,SE,FT,Data Engineer,US,0,US,M,13
2023,MI,FT,Data Engineer,US,0,US,M,9
2023,SE,FT,Data Engineer,US,0,US,M,12
2023,SE,FT,Data Analyst,US,0,US,M,8
2023,SE,FT,Data Analyst,US,0,US,M,11
2023,EN,FT,Research Scientist,US,0,US,M,9
2023,MI,FT,Data Engineer,US,0,US,M,13
2023,MI,FT,Data Scientist,US,100,US,M,9
2023,SE,FT,Data Scientist,US,0,US,M,18
2023,SE,FT,Data Scientist,US,0,US,M,11
2023,SE,FT,Data Engineer,US,0,US,M,23
2023,SE,FT,Data Engineer,US,0,US,M,12
2023,SE,FT,Data Analyst,US,100,US,M,11
2023,SE,FT,Data Analyst,US,100,US,M,7
2023,MI,FT,Data Scientist,US,100,US,M,10
2023,MI,FT,Data Scientist,US,100,US,M,7
2023,SE,FT,Data Scientist,US,0,US,M,17
2023,MI,FT,Machine Learning Scientist,US,0,US,S,18
2023,MI,FT,Machine Learning Scientist,US,0,US,S,11
2023,SE,FT,Data Scientist,US,0,US,M,11
2023,SE,FT,Machine Learning Engineer,US,0,US,M,13
2023,SE,FT,Data Manager,US,0,US,M,14
2023,MI,FT,Machine Learning Infrastructure Engineer,US,0,US,M,19
2023,SE,FT,Data Engineer,US,100,US,M,11
2023,SE,FT,Data Engineer,US,100,US,M,7
2023,MI,FT,Data Engineer,US,0,US,M,14
2023,MI,FT,Data Engineer,US,0,US,M,10
2023,SE,FT,Data Scientist,US,0,US,M,17
2023,SE,FT,Data Scientist,US,0,US,M,12
2023,MI,FT,Data Analyst,GB,100,GB,M,7
2023,SE,FT,Data Analyst,US,0,US,M,16
2023,SE,FT,Data Scientist,US,100,US,M,17
2023,SE,FT,Data Engineer,US,0,US,M,13
2023,SE,FT,Data Engineer,US,0,US,M,10
2023,SE,FT,Data Engineer,US,100,US,M,15
2023,SE,FT,Data Engineer,US,100,US,M,12
2023,MI,FT,Data Engineer,GB,0,GB,M,11
2023,MI,FT,Data Engineer,GB,0,GB,M,9
2023,SE,FT,Data Engineer,US,0,US,M,14
2023,SE,FT,Data Engineer,US,0,US,M,10
2023,EN,FT,Data Analyst,US,100,US,M,7
2023,EN,FT,Data Analyst,US,100,US,M,7
2023,SE,FT,Data Scientist,US,0,US,M,14
2023,SE,FT,Analytics Engineer,US,0,US,M,14
2023,SE,FT,Analytics Engineer,US,0,US,M,11
2023,SE,FT,Machine Learning Engineer,US,0,US,M,15
2023,SE,FT,Machine Learning Engineer,US,0,US,M,11
2023,SE,FT,Data Analyst,US,100,US,M,13
2023,SE,FT,Data Analyst,US,100,US,M,8
2023,SE,FT,Machine Learning Engineer,US,0,US,M,19
2023,SE,FT,Data Analyst,US,0,US,M,8
2023,SE,FT,Data Engineer,US,0,US,M,15
2023,SE,FT,Data Engineer,US,0,US,M,10
2023,SE,FT,Data Engineer,US,0,US,M,11
2023,SE,FT,Research Scientist,US,0,US,M,23
2023,SE,FT,Research Scientist,US,0,US,M,18
2023,SE,FT,Data Scientist,US,0,US,M,24
2023,SE,FT,Data Engineer,US,100,US,M,15
2023,SE,FT,Data Engineer,US,100,US,M,12
2023,SE,FT,Research Scientist,US,0,US,M,18
2023,SE,FT,Research Scientist,US,0,US,M,14
2023,SE,FT,Data Scientist,US,0,US,M,14
2023,SE,FT,Data Scientist,US,0,US,M,11
2023,EN,FT,Data Analyst,IN,50,IN,M,2
2023,MI,FT,Research Scientist,US,0,US,M,11
2022,EN,PT,Data Analyst,US,100,US,S,3
2023,SE,FT,Head of Data,PT,100,PT,L,7
2022,EX,FT,Data Science Manager,UZ,0,RU,L,9
2023,SE,FT,Data Analyst,US,100,US,M,8
2023,SE,FT,Data Science Manager,MX,100,MX,M,14
2023,SE,FT,Data Analyst,US,100,US,M,15
2023,SE,FT,Data Analyst,US,100,US,M,10
2023,EN,FT,Computer Vision Engineer,US,0,US,M,20
2023,SE,FT,BI Data Analyst,DE,100,DE,M,6
2023,EN,FT,AI Developer,DE,0,DE,M,6
2023,SE,FT,Machine Learning Engineer,US,0,US,M,13
2023,MI,FT,Machine Learning Engineer,US,0,US,M,18
2023,SE,FT,Data Engineer,US,0,US,M,12
2023,SE,FT,Data Analyst,US,0,US,M,17
2023,SE,FT,Data Analyst,US,0,US,M,11
2023,MI,FT,Data Scientist,FR,50,FR,L,3
2023,SE,FT,Data Analyst,US,0,US,M,9
2023,SE,FT,Data Scientist,US,100,US,M,12
2023,SE,FT,Data Scientist,US,100,US,M,9
2023,SE,FT,Data Analyst,US,0,US,M,11
2023,SE,FT,Data Analyst,US,0,US,M,10
2023,SE,FT,Machine Learning Engineer,US,0,US,M,11
2023,EX,FT,Data Engineer,US,100,US,M,29
2023,EX,FT,Data Engineer,US,100,US,M,22
2023,SE,FT,Data Analyst,US,0,US,M,14
2023,SE,FT,Data Analyst,US,0,US,M,11
2023,SE,FT,Data Scientist,US,0,US,M,17
2023,SE,FT,Data Scientist,US,0,US,M,12
2023,SE,FT,Machine Learning Engineer,US,0,US,M,23
2023,SE,FT,Machine Learning Engineer,US,0,US,M,16
2023,SE,FT,Data Architect,US,0,US,M,15
2023,SE,FT,Data Architect,US,0,US,M,9
2023,SE,FT,Machine Learning Engineer,US,0,US,M,12
2023,SE,FT,Machine Learning Engineer,US,0,US,M,10
2022,SE,FT,Lead Data Scientist,US,100,US,L,18
2023,SE,FT,Research Engineer,DE,100,DE,S,8
2023,SE,FT,Machine Learning Engineer,DE,0,DE,M,25
2023,SE,FT,Machine Learning Engineer,DE,0,DE,M,16
2023,SE,FT,Data Engineer,US,0,US,M,13
2023,SE,FT,Machine Learning Engineer,US,0,US,M,13
2023,SE,FT,Machine Learning Engineer,US,0,US,M,10
2023,SE,FT,Data Analyst,US,100,US,M,16
2023,SE,FT,Data Manager,GB,0,GB,M,6
2023,SE,FT,Data Manager,GB,0,GB,M,5
2023,EX,FT,Head of Data Science,GB,0,GB,M,15
2023,EX,FT,Head of Data Science,GB,0,GB,M,11
2023,SE,FT,Data Engineer,US,0,US,M,7
2023,SE,FT,Data Engineer,US,0,US,M,11
2023,SE,FT,Data Engineer,US,0,US,M,6
2023,SE,FT,Data Quality Analyst,US,0,US,M,6
2023,SE,FT,Data Analyst,US,100,US,M,8
2023,SE,FT,Data Engineer,US,0,US,M,11
2023,MI,FT,Insight Analyst,GB,0,GB,M,4
2023,SE,FT,Data Scientist,US,0,US,M,14
2023,SE,FT,Data Scientist,US,0,US,M,7
2023,SE,FT,Data Analyst,US,0,US,M,15
2023,SE,FT,Data Science Manager,US,0,US,M,16
2023,SE,FT,Data Science Manager,US,0,US,M,11
2023,SE,FT,Data Analyst,US,0,US,M,16
2023,SE,FT,Data Analyst,US,0,US,M,10
2023,SE,FT,Data Manager,US,0,US,M,13
2023,SE,FT,Data Manager,US,0,US,M,11
2023,SE,FT,Machine Learning Infrastructure Engineer,US,0,US,M,16
2023,SE,FT,Data Analyst,US,100,US,M,15
2023,SE,FT,Data Engineer,US,0,US,M,17
2023,MI,FT,Applied Machine Learning Engineer,US,0,US,M,12
2022,EN,FT,Data Scientist,US,100,US,M,15
2023,MI,FT,AI Scientist,ES,50,ES,L,3
2023,SE,FT,Data Analyst,US,0,US,M,8
2023,SE,FT,Data Analyst,US,0,US,M,8
2023,SE,FT,Data Scientist,US,0,US,M,13
2023,SE,FT,Data Scientist,US,0,US,M,8
2023,SE,FT,Data Engineer,US,0,US,M,15
2023,SE,FT,Data Engineer,US,0,US,M,8
2023,SE,FT,Data Engineer,US,100,US,M,18
2023,SE,FT,Data Engineer,US,100,US,M,12
2023,SE,FT,Data Engineer,US,0,US,M,15
2023,SE,FT,Machine Learning Engineer,US,0,US,M,15
2023,SE,FT,Data Engineer,US,100,US,M,9
2023,SE,FT,Research Engineer,US,0,US,M,21
2023,SE,FT,Research Engineer,US,0,US,M,13
2023,SE,FT,Machine Learning Engineer,CA,100,CA,M,25
2023,SE,FT,Machine Learning Engineer,CA,100,CA,M,14
2023,SE,FT,Analytics Engineer,US,0,US,M,18
2023,SE,FT,Analytics Engineer,US,0,US,M,9
2023,MI,FT,Deep Learning Engineer,US,100,US,M,9
2023,SE,FT,Data Engineer,US,100,US,M,19
2023,SE,FT,Data Engineer,US,0,US,M,16
2023,SE,FT,Data Scientist,US,0,US,M,18
2023,SE,FT,Analytics Engineer,US,0,US,M,13
2023,SE,FT,Data Manager,US,0,US,M,15
2023,SE,FT,Data Manager,US,0,US,M,9
2023,SE,FT,Data Scientist,US,0,US,M,34
2023,SE,FT,Data Scientist,US,0,US,M,23
2023,MI,FT,Data Engineer,GB,100,GB,L,10
2023,EN,FT,Data Analyst,US,0,US,M,4
2023,SE,FT,Data Analyst,US,0,US,M,7
2023,SE,FT,Data Engineer,US,100,US,M,12
2023,SE,FT,Data Engineer,US,100,US,M,7
2023,SE,FT,Machine Learning Engineer,US,0,US,M,30
2023,SE,FT,Machine Learning Engineer,US,0,US,M,17
2023,MI,FT,Data Infrastructure Engineer,US,100,US,M,15
2023,SE,FT,Machine Learning Engineer,US,100,US,M,18
2023,SE,FT,Machine Learning Engineer,US,100,US,M,14
2023,MI,FT,Data Infrastructure Engineer,US,0,US,M,17
2023,MI,FT,Data Infrastructure Engineer,US,0,US,M,17
2023,SE,FT,Machine Learning Engineer,US,100,US,M,16
2023,SE,FT,Machine Learning Engineer,US,100,US,M,18
2023,SE,FT,Machine Learning Engineer,US,100,US,M,14
2023,SE,FT,Data Science Manager,US,0,US,M,28
2023,SE,FT,Data Science Manager,US,0,US,M,23
2023,MI,FT,Machine Learning Engineer,US,0,US,M,13
2023,SE,FT,Data Architect,US,0,US,M,11
2023,SE,FT,Machine Learning Software Engineer,US,0,US,M,16
2023,SE,FT,Machine Learning Software Engineer,US,0,US,M,8
2023,SE,FT,Data Engineer,US,0,US,M,16
2023,SE,FT,Data Engineer,US,0,US,M,15
2023,SE,FT,Machine Learning Software Engineer,US,0,US,M,15
2023,MI,FT,Data Analyst,US,0,US,M,7
2023,MI,FT,Data Analyst,US,0,US,M,5
2023,SE,FT,Data Engineer,US,100,US,M,24
2023,SE,FT,Data Engineer,US,100,US,M,13
2023,SE,FT,Data Engineer,US,0,US,M,18
2023,SE,FT,Data Engineer,US,0,US,M,15
2023,EX,FT,Data Engineer,US,100,US,M,29
2023,EX,FT,Data Engineer,US,100,US,M,22
2023,SE,FT,Data Analyst,US,100,US,M,13
2023,SE,FT,Data Scientist,US,0,US,M,14
2023,SE,FT,Data Scientist,US,0,US,M,13
2023,MI,FT,Data Engineer,US,100,US,M,13
2023,SE,FT,Data Engineer,US,100,US,M,24
2023,MI,FT,Data Analyst,HR,0,HR,M,10
2023,SE,FT,Data Science Lead,US,0,US,M,23
2023,SE,FT,Data Science Lead,US,0,US,M,16
2023,SE,FT,Data Scientist,US,0,US,M,21
2023,SE,FT,Data Scientist,US,0,US,M,14
2023,SE,FT,Data Engineer,US,0,US,M,13
2023,MI,FT,Data Engineer,US,0,US,M,8
2023,SE,FT,Machine Learning Infrastructure Engineer,FR,100,FR,M,10
2023,SE,FT,Machine Learning Infrastructure Engineer,FR,100,FR,M,7
2023,SE,FT,Data Scientist,US,0,US,M,17
2023,SE,FT,Data Scientist,US,0,US,M,12
2023,SE,FT,Machine Learning Engineer,US,0,US,M,13
2023,SE,FT,Machine Learning Engineer,US,0,US,M,10
2023,SE,FT,Data Analyst,US,100,US,M,11
2023,SE,FT,Data Analyst,US,100,US,M,7
2023,SE,FT,Data Analyst,US,0,US,M,10
2023,SE,FT,Machine Learning Engineer,US,100,US,M,27
2023,SE,FT,Machine Learning Engineer,US,100,US,M,13
2023,SE,FT,Machine Learning Engineer,US,100,US,M,27
2023,SE,FT,Machine Learning Engineer,US,100,US,M,13
2023,MI,FT,Data Engineer,US,0,US,M,11
2023,MI,FT,Data Engineer,US,0,US,M,8
2023,MI,FT,Data Science Lead,GB,0,GB,M,6
2023,MI,FT,Data Science Lead,GB,0,GB,M,5
2023,SE,FT,Data Scientist,US,100,US,M,14
2023,EN,FT,Data Analyst,US,100,US,M,7
2023,EN,FT,Data Analyst,US,100,US,M,5
2023,SE,FT,Machine Learning Engineer,US,0,US,M,13
2023,SE,FT,Data Scientist,US,100,US,M,19
2023,SE,FT,Data Scientist,US,100,US,M,17
2023,SE,FT,Data Manager,US,0,US,M,13
2023,SE,FT,Data Manager,US,0,US,M,11
2022,EN,FT,Data Scientist,US,0,US,M,7
2023,MI,FT,Machine Learning Engineer,GB,100,GB,M,4
2023,EN,FT,Research Engineer,GB,100,GB,M,11
2023,EN,FT,Research Engineer,GB,100,GB,M,5
2023,SE,FT,Machine Learning Engineer,US,0,US,M,13
2023,SE,FT,Machine Learning Engineer,US,0,US,M,8
2023,SE,FT,Data Analyst,US,0,US,M,21
2023,SE,FT,Data Engineer,US,100,US,M,16
2023,SE,FT,Data Architect,US,100,US,M,16
2023,SE,FT,Data Analyst,ES,100,ES,M,5
2023,SE,FT,Data Engineer,US,0,US,M,21
2023,SE,FT,Data Engineer,US,0,US,M,12
2023,SE,FT,Data Engineer,US,0,US,M,23
2023,SE,FT,Big Data Architect,GB,100,GB,L,14
2023,SE,FT,Data Analyst,US,0,US,M,7
2023,SE,FT,Data Engineer,US,100,US,M,15
2023,EN,FT,Data Analyst,US,100,US,M,7
2023,SE,FT,Data Analyst,US,0,US,M,14
2023,SE,FT,Data Analyst,US,0,US,M,10
2023,MI,FT,Data Analyst,US,0,US,M,11
2023,SE,FT,Data Analyst,US,100,US,M,10
2023,SE,FT,Data Analyst,US,100,US,M,7
2023,SE,FT,Data Engineer,US,0,US,M,15
2023,SE,FT,Data Engineer,US,0,US,M,8
2023,SE,FT,Data Engineer,US,100,US,M,23
2023,SE,FT,Data Engineer,US,100,US,M,5
2023,MI,FT,Data Scientist,US,0,US,M,15
2023,MI,FT,Data Scientist,US,0,US,M,11
2023,SE,FT,Data Engineer,US,0,US,M,6
2023,EN,FT,Data Engineer,VN,0,VN,L,1
2023,SE,FT,Data Engineer,IE,100,IE,M,9
2023,SE,FT,Machine Learning Engineer,US,0,US,M,20
2023,EX,FT,Data Engineer,US,0,US,M,22
2023,SE,FT,Data Architect,US,100,US,M,16
2023,SE,FT,Data Architect,US,100,US,M,18
2023,SE,FT,Data Architect,US,100,US,M,10
2023,SE,FT,Data Science Manager,US,100,US,M,13
2023,SE,FT,Machine Learning Engineer,US,0,US,M,26
2023,SE,FT,Machine Learning Engineer,US,0,US,M,14
2023,SE,FT,Data Engineer,US,100,US,M,7
2023,MI,FT,Data Analyst,US,0,US,M,11
2023,MI,FT,Data Analyst,US,0,US,M,9
2023,MI,FT,Data Analyst,GB,0,GB,M,10
2023,MI,FT,Data Analyst,GB,0,GB,M,7
2023,EN,FT,Data Analyst,US,0,US,M,5
2023,EN,FT,Data Analyst,US,0,US,M,4
2023,EN,FT,Data Analyst,US,50,US,M,9
2023,SE,FT,Data Science Lead,US,0,US,M,14
2023,SE,FT,Data Engineer,US,100,US,M,23
2023,SE,FT,Machine Learning Engineer,US,100,US,M,29
2023,SE,FT,Machine Learning Engineer,US,100,US,M,17
2023,SE,FT,Data Analyst,US,0,US,M,36
2023,SE,FT,Data Analyst,US,0,US,M,5
2023,MI,FT,Data Analyst,US,100,US,M,10
2023,MI,FT,Data Analyst,US,100,US,M,8
2023,SE,FT,Data Scientist,US,100,US,M,13
2023,SE,FT,Data Scientist,US,100,US,M,12
2023,SE,FT,Data Analyst,US,0,US,M,16
2023,SE,FT,Data Analyst,US,100,US,M,8
2023,SE,FT,Data Analyst,US,100,US,M,4
2023,SE,FT,Data Engineer,US,0,US,M,12
2023,SE,FT,Data Scientist,US,100,US,M,15
2023,SE,FT,Data Scientist,US,100,US,M,8
2023,EX,FT,Data Engineer,US,100,US,M,10
2023,SE,FT,Data Analyst,US,100,US,M,18
2023,SE,FT,Data Analyst,US,100,US,M,13
2023,SE,FT,Data Scientist,US,0,US,M,14
2023,SE,FT,Data Scientist,US,0,US,M,7
2023,SE,FT,Data Scientist,US,0,US,M,13
2023,SE,FT,Data Scientist,US,100,US,M,22
2023,SE,FT,Data Scientist,US,100,US,M,17
2023,SE,FT,Data Scientist,US,0,US,M,20
2023,MI,FT,Machine Learning Engineer,GB,0,GB,M,13
2023,SE,FT,Computer Vision Software Engineer,NL,100,CA,L,5
2023,EN,FT,Data Scientist,US,50,US,S,10
2023,SE,FT,Data Engineer,US,0,US,M,12
2023,SE,FT,Data Engineer,US,0,US,M,7
2023,MI,FT,Data Engineer,GB,100,GB,M,6
2023,MI,FT,Data Engineer,GB,100,GB,M,5
2023,MI,FT,Data Analyst,GB,0,GB,M,5
2023,MI,FT,Data Analyst,GB,0,GB,M,5
2023,EX,FT,Data Engineer,US,100,US,M,22
2023,SE,FT,Research Scientist,CA,0,CA,M,23
2023,SE,FT,Research Scientist,CA,0,CA,M,13
2023,SE,FT,Research Engineer,US,0,US,M,14
2023,MI,FT,Data Scientist,US,100,US,M,14
2023,SE,FT,Data Scientist,GB,0,GB,M,17
2023,EN,FT,Data Engineer,DE,100,DE,L,2
2023,MI,FT,Research Scientist,US,0,US,M,6
2023,SE,FT,BI Developer,US,100,US,M,12
2023,EX,FT,Data Analytics Manager,US,0,US,M,13
2023,SE,FT,Machine Learning Engineer,US,0,US,M,13
2023,SE,FT,Data Engineer,US,0,US,M,21
2023,SE,FT,Data Scientist,US,100,US,M,21
2023,SE,FT,Machine Learning Engineer,US,0,US,M,15
2023,SE,FT,Machine Learning Engineer,US,0,US,M,11
2023,SE,FT,ML Engineer,US,0,US,M,20
2023,SE,FT,ML Engineer,US,0,US,M,14
2023,SE,FT,Data Engineer,US,0,US,M,13
2023,SE,FT,Data Engineer,US,0,US,M,10
2023,SE,FT,Data Analytics Manager,US,0,US,M,19
2023,SE,FT,Data Analytics Manager,US,0,US,M,13
2023,MI,FT,Data Engineer,US,0,US,M,15
2023,MI,FT,Data Engineer,US,0,US,M,12
2023,SE,FT,Data Engineer,US,100,US,M,14
2023,SE,FT,Data Engineer,US,100,US,M,10
2023,SE,FT,Data Engineer,US,0,US,M,21
2023,SE,FT,Data Engineer,US,0,US,M,23
2023,SE,FT,Data Engineer,US,0,US,M,12
2023,SE,FT,Machine Learning Engineer,US,0,US,M,14
2023,SE,FT,Machine Learning Engineer,US,0,US,M,11
2023,SE,FT,Data Engineer,US,0,US,M,12
2023,SE,FT,Data Scientist,US,0,US,M,14
2023,MI,FT,Machine Learning Engineer,US,100,US,L,10
2023,SE,FT,Data Engineer,US,100,US,M,24
2023,SE,FT,Data Engineer,US,100,US,M,17
2023,MI,FT,Data Analyst,US,0,US,M,12
2023,MI,FT,Data Analyst,US,0,US,M,9
2023,SE,FT,Data Analyst,US,0,US,M,14
2023,SE,FT,Data Engineer,US,0,US,M,12
2023,SE,FT,Data Engineer,US,0,US,M,7
2023,EX,FT,Head of Data Science,US,0,US,M,29
2023,EX,FT,Head of Data Science,US,0,US,M,18
2023,SE,FT,Applied Scientist,US,0,US,M,16
2023,SE,FT,Data Scientist,US,100,US,M,15
2023,EN,FT,BI Developer,US,0,US,M,9
2023,EX,FT,Data Engineer,US,0,US,M,18
2023,MI,FT,Data Analyst,US,0,US,M,9
2023,SE,FT,Data Manager,US,0,US,M,18
2023,SE,FT,Data Manager,US,0,US,M,10
2023,SE,FT,Data Scientist,US,0,US,M,9
2023,SE,FT,Data Scientist,US,0,US,M,6
2023,SE,FT,Data Analyst,US,0,US,M,16
2023,SE,FT,Data Analyst,US,0,US,M,9
2023,EN,FT,Data Engineer,US,0,US,M,15
2023,SE,FT,Data Scientist,US,0,US,M,17
2023,SE,FT,Data Scientist,US,0,US,M,12
2023,SE,FT,Machine Learning Engineer,US,0,US,M,20
2023,SE,FT,Machine Learning Engineer,US,0,US,M,14
2023,SE,FT,Applied Scientist,US,0,US,L,24
2023,SE,FT,Data Analyst,US,0,US,M,8
2023,SE,FT,Machine Learning Engineer,US,0,US,M,25
2023,SE,FT,Machine Learning Engineer,US,0,US,M,17
2023,EX,FT,Data Engineer,US,100,US,M,29
2023,SE,FT,Data Scientist,US,100,US,M,21
2023,SE,FT,Data Scientist,US,100,US,M,14
2023,MI,FT,Machine Learning Engineer,US,100,US,M,16
2023,MI,FT,Machine Learning Engineer,US,100,US,M,14
2023,SE,FT,Data Scientist,US,0,US,M,21
2023,SE,FT,Data Scientist,US,0,US,M,14
2023,SE,FT,Data Scientist,US,100,US,M,19
2023,SE,FT,Data Analyst,US,0,US,M,16
2023,SE,FT,Data Analyst,US,0,US,M,13
2023,SE,FT,Data Engineer,US,0,US,M,22
2023,SE,FT,Data Engineer,US,0,US,M,15
2023,MI,FT,Data Analyst,US,0,US,M,9
2023,MI,FT,Data Analyst,US,0,US,M,5
2023,SE,FT,Data Scientist,CY,50,EE,L,5
2023,SE,FT,Data Scientist,US,100,US,M,22
2023,SE,FT,Data Scientist,US,100,US,M,13
2023,SE,FT,Data Scientist,US,100,US,M,22
2023,SE,FT,Data Scientist,US,100,US,M,13
2023,SE,FT,Data Architect,US,0,US,M,16
2023,SE,FT,Data Analyst,US,100,US,M,12
2023,SE,FT,Data Analyst,US,100,US,M,8
2023,SE,FT,Data Analyst,US,100,US,M,15
2023,SE,FT,Data Analyst,US,100,US,M,10
2023,SE,FT,Data Engineer,US,100,US,M,15
2023,SE,FT,Data Engineer,US,100,US,M,10
2023,SE,FT,Data Engineer,US,0,US,M,28
